triplet_id,type,word,surprisal
0,PV,The,0.0
0,PV,doctor,12.2265625
0,PV,is,4.9921875
0,PV,giving,8.5
0,PV,medicine,9.3359375
0,PV,to,1.2626953125
0,PV,the,2.25390625
0,PV,old,6.35546875
0,PV,woman.,5.02734375
0,IV,The,0.0
0,IV,doctor,12.2265625
0,IV,is,4.9921875
0,IV,welding,20.8125
0,IV,medicine,13.765625
0,IV,to,2.412109375
0,IV,the,2.333984375
0,IV,old,8.5546875
0,IV,woman.,7.3046875
0,IO,The,0.0
0,IO,doctor,12.2265625
0,IO,is,4.9921875
0,IO,giving,8.5
0,IO,fire,17.265625
0,IO,to,2.48046875
0,IO,the,1.318359375
0,IO,old,6.796875
0,IO,woman.,7.146484375
1,PV,A,0.0
1,PV,person,10.453125
1,PV,is,3.83203125
1,PV,giving,13.6171875
1,PV,bread,14.5625
1,PV,to,0.495849609375
1,PV,a,2.2421875
1,PV,toddler.,18.326171875
1,IV,A,0.0
1,IV,toddler,19.03125
1,IV,is,3.6171875
1,IV,riding,10.34375
1,IV,a,1.46484375
1,IV,bread.,28.203125
1,IO,A,0.0
1,IO,person,10.453125
1,IO,is,3.83203125
1,IO,giving,13.6171875
1,IO,a,2.94140625
1,IO,building,12.4296875
1,IO,to,4.3515625
1,IO,a,2.9296875
1,IO,toddler.,19.96484375
2,PV,A,0.0
2,PV,man,11.3515625
2,PV,is,4.77734375
2,PV,giving,10.625
2,PV,a,1.7919921875
2,PV,gift,9.0625
2,PV,to,0.87890625
2,PV,a,1.724609375
2,PV,child.,6.3359375
2,IV,A,0.0
2,IV,man,11.3515625
2,IV,is,4.77734375
2,IV,cooking,12.2890625
2,IV,a,2.490234375
2,IV,gift,14.25
2,IV,with,7.9453125
2,IV,a,1.9384765625
2,IV,child.,13.279296875
2,IO,A,0.0
2,IO,man,11.3515625
2,IO,is,4.77734375
2,IO,giving,10.625
2,IO,a,1.7919921875
2,IO,bed,13.2578125
2,IO,to,2.333984375
2,IO,a,1.1044921875
2,IO,child.,8.0703125
3,PV,A,0.0
3,PV,woman,11.7109375
3,PV,is,4.5078125
3,PV,giving,8.546875
3,PV,food,13.1171875
3,PV,to,0.5185546875
3,PV,other,7.5390625
3,PV,people.,4.90234375
3,IV,A,0.0
3,IV,woman,11.7109375
3,IV,is,4.5078125
3,IV,ironing,16.98388671875
3,IV,the,5.71484375
3,IV,food.,17.107421875
3,IO,A,0.0
3,IO,woman,11.7109375
3,IO,is,4.5078125
3,IO,giving,8.546875
3,IO,stones,17.25
3,IO,to,1.1044921875
3,IO,other,7.6640625
3,IO,people.,6.3671875
4,PV,A,0.0
4,PV,person,10.453125
4,PV,is,3.83203125
4,PV,giving,13.6171875
4,PV,money,5.7578125
4,PV,to,0.7666015625
4,PV,another,4.57421875
4,PV,person.,5.09326171875
4,IV,A,0.0
4,IV,person,10.453125
4,IV,is,3.83203125
4,IV,eating,16.0
4,IV,money.,17.37890625
4,IO,A,0.0
4,IO,person,10.453125
4,IO,is,3.83203125
4,IO,giving,13.6171875
