triplet_id,type,sentence,word,surprisal
0,PV,The doctor is giving medicine to the old woman.,The,0.0
0,PV,The doctor is giving medicine to the old woman.,doctor,12.0625
0,PV,The doctor is giving medicine to the old woman.,is,5.125
0,PV,The doctor is giving medicine to the old woman.,giving,6.125
0,PV,The doctor is giving medicine to the old woman.,medicine,8.5625
0,PV,The doctor is giving medicine to the old woman.,to,0.72265625
0,PV,The doctor is giving medicine to the old woman.,the,1.625
0,PV,The doctor is giving medicine to the old woman.,old,6.125
0,PV,The doctor is giving medicine to the old woman.,woman.,6.3125
0,IV,The doctor is welding medicine to the old woman.,The,0.0
0,IV,The doctor is welding medicine to the old woman.,doctor,12.0625
0,IV,The doctor is welding medicine to the old woman.,is,5.125
0,IV,The doctor is welding medicine to the old woman.,welding,20.5
0,IV,The doctor is welding medicine to the old woman.,medicine,11.0
0,IV,The doctor is welding medicine to the old woman.,to,3.25
0,IV,The doctor is welding medicine to the old woman.,the,1.4453125
0,IV,The doctor is welding medicine to the old woman.,old,8.3125
0,IV,The doctor is welding medicine to the old woman.,woman.,8.109375
0,IO,The doctor is giving fire to the old woman.,The,0.0
0,IO,The doctor is giving fire to the old woman.,doctor,12.0625
0,IO,The doctor is giving fire to the old woman.,is,5.125
0,IO,The doctor is giving fire to the old woman.,giving,6.125
0,IO,The doctor is giving fire to the old woman.,fire,16.625
0,IO,The doctor is giving fire to the old woman.,to,5.40625
0,IO,The doctor is giving fire to the old woman.,the,1.4453125
0,IO,The doctor is giving fire to the old woman.,old,6.40625
0,IO,The doctor is giving fire to the old woman.,woman.,7.03125
1,PV,A person is giving bread to a toddler.,A,0.0
1,PV,A person is giving bread to a toddler.,person,7.71875
1,PV,A person is giving bread to a toddler.,is,4.15625
1,PV,A person is giving bread to a toddler.,giving,9.9375
1,PV,A person is giving bread to a toddler.,bread,17.625
1,PV,A person is giving bread to a toddler.,to,0.361328125
1,PV,A person is giving bread to a toddler.,a,3.875
1,PV,A person is giving bread to a toddler.,toddler.,15.6328125
1,IV,A toddler is riding a  bread.,A,0.0
1,IV,A toddler is riding a  bread.,toddler,14.9375
1,IV,A toddler is riding a  bread.,is,2.890625
1,IV,A toddler is riding a  bread.,riding,8.5625
1,IV,A toddler is riding a  bread.,a,1.4453125
1,IV,A toddler is riding a  bread.,bread.,37.59375
