triplet_id,type,sentence,word,surprisal
0,PV,The doctor is giving medicine to the old woman.,The,0.0
0,PV,The doctor is giving medicine to the old woman.,doctor,12.25
0,PV,The doctor is giving medicine to the old woman.,is,4.59375
0,PV,The doctor is giving medicine to the old woman.,giving,8.1875
0,PV,The doctor is giving medicine to the old woman.,medicine,7.5625
0,PV,The doctor is giving medicine to the old woman.,to,1.265625
0,PV,The doctor is giving medicine to the old woman.,the,0.5390625
0,PV,The doctor is giving medicine to the old woman.,old,6.3125
0,PV,The doctor is giving medicine to the old woman.,woman.,4.5078125
0,IV,The doctor is welding medicine to the old woman.,The,0.0
0,IV,The doctor is welding medicine to the old woman.,doctor,12.25
0,IV,The doctor is welding medicine to the old woman.,is,4.59375
0,IV,The doctor is welding medicine to the old woman.,welding,19.875
0,IV,The doctor is welding medicine to the old woman.,medicine,14.1875
0,IV,The doctor is welding medicine to the old woman.,to,2.34375
0,IV,The doctor is welding medicine to the old woman.,the,1.8046875
0,IV,The doctor is welding medicine to the old woman.,old,7.84375
0,IV,The doctor is welding medicine to the old woman.,woman.,6.6796875
0,IO,The doctor is giving fire to the old woman.,The,0.0
0,IO,The doctor is giving fire to the old woman.,doctor,12.25
0,IO,The doctor is giving fire to the old woman.,is,4.59375
0,IO,The doctor is giving fire to the old woman.,giving,8.1875
0,IO,The doctor is giving fire to the old woman.,fire,17.0
0,IO,The doctor is giving fire to the old woman.,to,1.625
0,IO,The doctor is giving fire to the old woman.,the,1.078125
0,IO,The doctor is giving fire to the old woman.,old,8.75
0,IO,The doctor is giving fire to the old woman.,woman.,5.59375
1,PV,A person is giving bread to a toddler.,A,0.0
1,PV,A person is giving bread to a toddler.,person,17.375
1,PV,A person is giving bread to a toddler.,is,4.15625
1,PV,A person is giving bread to a toddler.,giving,9.625
1,PV,A person is giving bread to a toddler.,bread,13.5
1,PV,A person is giving bread to a toddler.,to,0.361328125
1,PV,A person is giving bread to a toddler.,a,1.265625
1,PV,A person is giving bread to a toddler.,toddler.,11.265625
1,IV,A toddler is riding a  bread.,A,0.0
1,IV,A toddler is riding a  bread.,toddler,25.125
1,IV,A toddler is riding a  bread.,is,3.78125
1,IV,A toddler is riding a  bread.,riding,8.375
1,IV,A toddler is riding a  bread.,a,1.265625
1,IV,A toddler is riding a  bread.,bread.,28.9375
1,IO,A person is giving a building to a toddler.,A,0.0
1,IO,A person is giving a building to a toddler.,person,17.375
1,IO,A person is giving a building to a toddler.,is,4.15625
1,IO,A person is giving a building to a toddler.,giving,9.625
1,IO,A person is giving a building to a toddler.,a,1.4453125
1,IO,A person is giving a building to a toddler.,building,12.25
1,IO,A person is giving a building to a toddler.,to,3.0625
1,IO,A person is giving a building to a toddler.,a,1.8046875
1,IO,A person is giving a building to a toddler.,toddler.,16.9375
