triplet_id,type,sentence,word,surprisal
0,PV,The doctor is giving medicine to the old woman.,The,0.0
0,PV,The doctor is giving medicine to the old woman.,doctor,12.2265625
0,PV,The doctor is giving medicine to the old woman.,is,4.9921875
0,PV,The doctor is giving medicine to the old woman.,giving,8.5
0,PV,The doctor is giving medicine to the old woman.,medicine,9.3359375
0,PV,The doctor is giving medicine to the old woman.,to,1.2626953125
0,PV,The doctor is giving medicine to the old woman.,the,2.25390625
0,PV,The doctor is giving medicine to the old woman.,old,6.35546875
0,PV,The doctor is giving medicine to the old woman.,woman.,5.02734375
0,IV,The doctor is welding medicine to the old woman.,The,0.0
0,IV,The doctor is welding medicine to the old woman.,doctor,12.2265625
0,IV,The doctor is welding medicine to the old woman.,is,4.9921875
0,IV,The doctor is welding medicine to the old woman.,welding,20.8125
0,IV,The doctor is welding medicine to the old woman.,medicine,13.765625
0,IV,The doctor is welding medicine to the old woman.,to,2.412109375
0,IV,The doctor is welding medicine to the old woman.,the,2.333984375
0,IV,The doctor is welding medicine to the old woman.,old,8.5546875
0,IV,The doctor is welding medicine to the old woman.,woman.,7.3046875
0,IO,The doctor is giving fire to the old woman.,The,0.0
0,IO,The doctor is giving fire to the old woman.,doctor,12.2265625
0,IO,The doctor is giving fire to the old woman.,is,4.9921875
0,IO,The doctor is giving fire to the old woman.,giving,8.5
0,IO,The doctor is giving fire to the old woman.,fire,17.265625
0,IO,The doctor is giving fire to the old woman.,to,2.48046875
0,IO,The doctor is giving fire to the old woman.,the,1.318359375
0,IO,The doctor is giving fire to the old woman.,old,6.796875
0,IO,The doctor is giving fire to the old woman.,woman.,7.146484375
1,PV,A person is giving bread to a toddler.,A,0.0
1,PV,A person is giving bread to a toddler.,person,10.453125
1,PV,A person is giving bread to a toddler.,is,3.83203125
1,PV,A person is giving bread to a toddler.,giving,13.6171875
1,PV,A person is giving bread to a toddler.,bread,14.5625
1,PV,A person is giving bread to a toddler.,to,0.495849609375
1,PV,A person is giving bread to a toddler.,a,2.2421875
1,PV,A person is giving bread to a toddler.,toddler.,18.326171875
1,IV,A toddler is riding a  bread.,A,0.0
1,IV,A toddler is riding a  bread.,toddler,19.03125
1,IV,A toddler is riding a  bread.,is,3.6171875
1,IV,A toddler is riding a  bread.,riding,10.34375
1,IV,A toddler is riding a  bread.,a,1.46484375
1,IV,A toddler is riding a  bread.,bread.,28.203125
1,IO,A person is giving a building to a toddler.,A,0.0
1,IO,A person is giving a building to a toddler.,person,10.453125
1,IO,A person is giving a building to a toddler.,is,3.83203125
1,IO,A person is giving a building to a toddler.,giving,13.6171875
1,IO,A person is giving a building to a toddler.,a,2.94140625
1,IO,A person is giving a building to a toddler.,building,12.4296875
1,IO,A person is giving a building to a toddler.,to,4.3515625
1,IO,A person is giving a building to a toddler.,a,2.9296875
1,IO,A person is giving a building to a toddler.,toddler.,19.96484375
2,PV,A man is giving a gift to a child.,A,0.0
2,PV,A man is giving a gift to a child.,man,11.3515625
2,PV,A man is giving a gift to a child.,is,4.77734375
2,PV,A man is giving a gift to a child.,giving,10.625
2,PV,A man is giving a gift to a child.,a,1.7919921875
2,PV,A man is giving a gift to a child.,gift,9.0625
2,PV,A man is giving a gift to a child.,to,0.87890625
2,PV,A man is giving a gift to a child.,a,1.724609375
2,PV,A man is giving a gift to a child.,child.,6.3359375
2,IV,A man is cooking a gift with a child.,A,0.0
2,IV,A man is cooking a gift with a child.,man,11.3515625
2,IV,A man is cooking a gift with a child.,is,4.77734375
2,IV,A man is cooking a gift with a child.,cooking,12.2890625
2,IV,A man is cooking a gift with a child.,a,2.490234375
2,IV,A man is cooking a gift with a child.,gift,14.25
2,IV,A man is cooking a gift with a child.,with,7.9453125
2,IV,A man is cooking a gift with a child.,a,1.9384765625
2,IV,A man is cooking a gift with a child.,child.,13.279296875
2,IO,A man is giving a bed to a child.,A,0.0
2,IO,A man is giving a bed to a child.,man,11.3515625
2,IO,A man is giving a bed to a child.,is,4.77734375
2,IO,A man is giving a bed to a child.,giving,10.625
2,IO,A man is giving a bed to a child.,a,1.7919921875
2,IO,A man is giving a bed to a child.,bed,13.2578125
2,IO,A man is giving a bed to a child.,to,2.333984375
2,IO,A man is giving a bed to a child.,a,1.1044921875
2,IO,A man is giving a bed to a child.,child.,8.0703125
3,PV,A woman is giving food to other people.,A,0.0
3,PV,A woman is giving food to other people.,woman,11.7109375
3,PV,A woman is giving food to other people.,is,4.5078125
3,PV,A woman is giving food to other people.,giving,8.546875
3,PV,A woman is giving food to other people.,food,13.1171875
3,PV,A woman is giving food to other people.,to,0.5185546875
3,PV,A woman is giving food to other people.,other,7.5390625
3,PV,A woman is giving food to other people.,people.,4.90234375
3,IV,A woman is ironing the food.,A,0.0
3,IV,A woman is ironing the food.,woman,11.7109375
3,IV,A woman is ironing the food.,is,4.5078125
3,IV,A woman is ironing the food.,ironing,16.98388671875
3,IV,A woman is ironing the food.,the,5.71484375
3,IV,A woman is ironing the food.,food.,17.107421875
3,IO,A woman is giving stones to other people.,A,0.0
3,IO,A woman is giving stones to other people.,woman,11.7109375
3,IO,A woman is giving stones to other people.,is,4.5078125
3,IO,A woman is giving stones to other people.,giving,8.546875
3,IO,A woman is giving stones to other people.,stones,17.25
3,IO,A woman is giving stones to other people.,to,1.1044921875
3,IO,A woman is giving stones to other people.,other,7.6640625
3,IO,A woman is giving stones to other people.,people.,6.3671875
4,PV,A person is giving money to another person.,A,0.0
4,PV,A person is giving money to another person.,person,10.453125
4,PV,A person is giving money to another person.,is,3.83203125
4,PV,A person is giving money to another person.,giving,13.6171875
4,PV,A person is giving money to another person.,money,5.7578125
4,PV,A person is giving money to another person.,to,0.7666015625
4,PV,A person is giving money to another person.,another,4.57421875
4,PV,A person is giving money to another person.,person.,5.09326171875
4,IV,A person is eating money.,A,0.0
4,IV,A person is eating money.,person,10.453125
4,IV,A person is eating money.,is,3.83203125
4,IV,A person is eating money.,eating,16.0
4,IV,A person is eating money.,money.,17.37890625
4,IO,A person is giving molten lava to another person.,A,0.0
4,IO,A person is giving molten lava to another person.,person,10.453125
4,IO,A person is giving molten lava to another person.,is,3.83203125
4,IO,A person is giving molten lava to another person.,giving,13.6171875
4,IO,A person is giving molten lava to another person.,molten,19.328125
4,IO,A person is giving molten lava to another person.,lava,4.36328125
4,IO,A person is giving molten lava to another person.,to,1.9052734375
4,IO,A person is giving molten lava to another person.,another,2.83984375
4,IO,A person is giving molten lava to another person.,person.,3.5048828125
5,PV,A person is putting a cellular telephone inside his pocket.,A,0.0
5,PV,A person is putting a cellular telephone inside his pocket.,person,10.453125
5,PV,A person is putting a cellular telephone inside his pocket.,is,3.83203125
5,PV,A person is putting a cellular telephone inside his pocket.,putting,14.4296875
5,PV,A person is putting a cellular telephone inside his pocket.,a,3.470703125
5,PV,A person is putting a cellular telephone inside his pocket.,cellular,15.6015625
5,PV,A person is putting a cellular telephone inside his pocket.,telephone,1.419921875
5,PV,A person is putting a cellular telephone inside his pocket.,inside,7.55078125
5,PV,A person is putting a cellular telephone inside his pocket.,his,2.25390625
5,PV,A person is putting a cellular telephone inside his pocket.,pocket.,7.1796875
5,IV,A person is watering a cellular telephone.,A,0.0
5,IV,A person is watering a cellular telephone.,person,10.453125
5,IV,A person is watering a cellular telephone.,is,3.83203125
5,IV,A person is watering a cellular telephone.,watering,25.42578125
5,IV,A person is watering a cellular telephone.,a,2.119140625
5,IV,A person is watering a cellular telephone.,cellular,19.328125
5,IV,A person is watering a cellular telephone.,telephone.,7.0234375
5,IO,A person is putting a gas cylinder inside his pocket.,A,0.0
5,IO,A person is putting a gas cylinder inside his pocket.,person,10.453125
5,IO,A person is putting a gas cylinder inside his pocket.,is,3.83203125
5,IO,A person is putting a gas cylinder inside his pocket.,putting,14.4296875
5,IO,A person is putting a gas cylinder inside his pocket.,a,3.470703125
5,IO,A person is putting a gas cylinder inside his pocket.,gas,11.9453125
5,IO,A person is putting a gas cylinder inside his pocket.,cylinder,5.97265625
