triplet_id,type,sentence,word,surprisal
0,PV,The doctor is giving medicine to the old woman.,The,0.0
0,PV,The doctor is giving medicine to the old woman.,doctor,11.375
0,PV,The doctor is giving medicine to the old woman.,is,4.6875
0,PV,The doctor is giving medicine to the old woman.,giving,9.5625
0,PV,The doctor is giving medicine to the old woman.,medicine,6.84375
0,PV,The doctor is giving medicine to the old woman.,to,1.265625
0,PV,The doctor is giving medicine to the old woman.,the,4.5
0,PV,The doctor is giving medicine to the old woman.,old,11.875
0,PV,The doctor is giving medicine to the old woman.,woman.,5.40625
0,IV,The doctor is welding medicine to the old woman.,The,0.0
0,IV,The doctor is welding medicine to the old woman.,doctor,11.375
0,IV,The doctor is welding medicine to the old woman.,is,4.6875
0,IV,The doctor is welding medicine to the old woman.,welding,20.25
0,IV,The doctor is welding medicine to the old woman.,medicine,11.25
0,IV,The doctor is welding medicine to the old woman.,to,3.25
0,IV,The doctor is welding medicine to the old woman.,the,2.15625
0,IV,The doctor is welding medicine to the old woman.,old,11.5625
0,IV,The doctor is welding medicine to the old woman.,woman.,10.828125
0,IO,The doctor is giving fire to the old woman.,The,0.0
0,IO,The doctor is giving fire to the old woman.,doctor,11.375
0,IO,The doctor is giving fire to the old woman.,is,4.6875
0,IO,The doctor is giving fire to the old woman.,giving,9.5625
0,IO,The doctor is giving fire to the old woman.,fire,20.125
0,IO,The doctor is giving fire to the old woman.,to,1.4453125
0,IO,The doctor is giving fire to the old woman.,the,1.3515625
0,IO,The doctor is giving fire to the old woman.,old,9.0
0,IO,The doctor is giving fire to the old woman.,woman.,7.484375
1,PV,A person is giving bread to a toddler.,A,0.0
1,PV,A person is giving bread to a toddler.,person,9.875
1,PV,A person is giving bread to a toddler.,is,4.3125
1,PV,A person is giving bread to a toddler.,giving,12.625
1,PV,A person is giving bread to a toddler.,bread,14.625
1,PV,A person is giving bread to a toddler.,to,1.078125
1,PV,A person is giving bread to a toddler.,a,1.984375
1,PV,A person is giving bread to a toddler.,toddler.,13.71875
1,IV,A toddler is riding a  bread.,A,0.0
1,IV,A toddler is riding a  bread.,toddler,15.0625
1,IV,A toddler is riding a  bread.,is,2.15625
1,IV,A toddler is riding a  bread.,riding,14.4375
1,IV,A toddler is riding a  bread.,a,1.078125
1,IV,A toddler is riding a  bread.,bread.,42.84375
1,IO,A person is giving a building to a toddler.,A,0.0
1,IO,A person is giving a building to a toddler.,person,9.875
1,IO,A person is giving a building to a toddler.,is,4.3125
1,IO,A person is giving a building to a toddler.,giving,12.625
1,IO,A person is giving a building to a toddler.,a,2.890625
1,IO,A person is giving a building to a toddler.,building,11.875
1,IO,A person is giving a building to a toddler.,to,5.40625
1,IO,A person is giving a building to a toddler.,a,1.984375
1,IO,A person is giving a building to a toddler.,toddler.,17.515625
2,PV,A man is giving a gift to a child.,A,0.0
2,PV,A man is giving a gift to a child.,man,11.3125
2,PV,A man is giving a gift to a child.,is,3.609375
2,PV,A man is giving a gift to a child.,giving,14.1875
2,PV,A man is giving a gift to a child.,a,2.53125
2,PV,A man is giving a gift to a child.,gift,4.6875
2,PV,A man is giving a gift to a child.,to,1.078125
2,PV,A man is giving a gift to a child.,a,1.625
2,PV,A man is giving a gift to a child.,child.,6.765625
2,IV,A man is cooking a gift with a child.,A,0.0
2,IV,A man is cooking a gift with a child.,man,11.3125
2,IV,A man is cooking a gift with a child.,is,3.609375
2,IV,A man is cooking a gift with a child.,cooking,15.3125
2,IV,A man is cooking a gift with a child.,a,1.984375
2,IV,A man is cooking a gift with a child.,gift,15.125
2,IV,A man is cooking a gift with a child.,with,8.3125
2,IV,A man is cooking a gift with a child.,a,1.625
2,IV,A man is cooking a gift with a child.,child.,11.1796875
2,IO,A man is giving a bed to a child.,A,0.0
2,IO,A man is giving a bed to a child.,man,11.3125
2,IO,A man is giving a bed to a child.,is,3.609375
2,IO,A man is giving a bed to a child.,giving,14.1875
2,IO,A man is giving a bed to a child.,a,2.53125
2,IO,A man is giving a bed to a child.,bed,12.8125
2,IO,A man is giving a bed to a child.,to,1.984375
2,IO,A man is giving a bed to a child.,a,1.21875
2,IO,A man is giving a bed to a child.,child.,7.15625
3,PV,A woman is giving food to other people.,A,0.0
3,PV,A woman is giving food to other people.,woman,11.1875
3,PV,A woman is giving food to other people.,is,3.96875
3,PV,A woman is giving food to other people.,giving,13.0
3,PV,A woman is giving food to other people.,food,13.0625
3,PV,A woman is giving food to other people.,to,0.5390625
3,PV,A woman is giving food to other people.,other,8.0
3,PV,A woman is giving food to other people.,people.,5.5
3,IV,A woman is ironing the food.,A,0.0
3,IV,A woman is ironing the food.,woman,11.1875
3,IV,A woman is ironing the food.,is,3.96875
3,IV,A woman is ironing the food.,ironing,20.53125
3,IV,A woman is ironing the food.,the,4.59375
3,IV,A woman is ironing the food.,food.,14.4375
3,IO,A woman is giving stones to other people.,A,0.0
3,IO,A woman is giving stones to other people.,woman,11.1875
3,IO,A woman is giving stones to other people.,is,3.96875
3,IO,A woman is giving stones to other people.,giving,13.0
3,IO,A woman is giving stones to other people.,stones,20.375
3,IO,A woman is giving stones to other people.,to,1.078125
3,IO,A woman is giving stones to other people.,other,8.5
3,IO,A woman is giving stones to other people.,people.,5.765625
4,PV,A person is giving money to another person.,A,0.0
4,PV,A person is giving money to another person.,person,9.875
4,PV,A person is giving money to another person.,is,4.3125
4,PV,A person is giving money to another person.,giving,12.625
4,PV,A person is giving money to another person.,money,6.125
4,PV,A person is giving money to another person.,to,0.90234375
4,PV,A person is giving money to another person.,another,4.78125
4,PV,A person is giving money to another person.,person.,3.6015625
4,IV,A person is eating money.,A,0.0
4,IV,A person is eating money.,person,9.875
4,IV,A person is eating money.,is,4.3125
4,IV,A person is eating money.,eating,10.25
4,IV,A person is eating money.,money.,16.875
4,IO,A person is giving molten lava to another person.,A,0.0
4,IO,A person is giving molten lava to another person.,person,9.875
4,IO,A person is giving molten lava to another person.,is,4.3125
4,IO,A person is giving molten lava to another person.,giving,12.625
4,IO,A person is giving molten lava to another person.,molten,18.125
4,IO,A person is giving molten lava to another person.,lava,4.6875
4,IO,A person is giving molten lava to another person.,to,1.8046875
4,IO,A person is giving molten lava to another person.,another,4.40625
4,IO,A person is giving molten lava to another person.,person.,3.78125
5,PV,A person is putting a cellular telephone inside his pocket.,A,0.0
5,PV,A person is putting a cellular telephone inside his pocket.,person,9.875
5,PV,A person is putting a cellular telephone inside his pocket.,is,4.3125
5,PV,A person is putting a cellular telephone inside his pocket.,putting,12.4375
5,PV,A person is putting a cellular telephone inside his pocket.,a,3.25
5,PV,A person is putting a cellular telephone inside his pocket.,cellular,14.5
5,PV,A person is putting a cellular telephone inside his pocket.,telephone,6.40625
5,PV,A person is putting a cellular telephone inside his pocket.,inside,8.5
5,PV,A person is putting a cellular telephone inside his pocket.,his,2.890625
5,PV,A person is putting a cellular telephone inside his pocket.,pocket.,7.0234375
5,IV,A person is watering a cellular telephone.,A,0.0
5,IV,A person is watering a cellular telephone.,person,9.875
5,IV,A person is watering a cellular telephone.,is,4.3125
5,IV,A person is watering a cellular telephone.,watering,17.875
5,IV,A person is watering a cellular telephone.,a,2.703125
5,IV,A person is watering a cellular telephone.,cellular,16.875
5,IV,A person is watering a cellular telephone.,telephone.,10.359375
5,IO,A person is putting a gas cylinder inside his pocket.,A,0.0
5,IO,A person is putting a gas cylinder inside his pocket.,person,9.875
5,IO,A person is putting a gas cylinder inside his pocket.,is,4.3125
5,IO,A person is putting a gas cylinder inside his pocket.,putting,12.4375
5,IO,A person is putting a gas cylinder inside his pocket.,a,3.25
5,IO,A person is putting a gas cylinder inside his pocket.,gas,10.4375
5,IO,A person is putting a gas cylinder inside his pocket.,cylinder,5.0625
5,IO,A person is putting a gas cylinder inside his pocket.,inside,4.6875
5,IO,A person is putting a gas cylinder inside his pocket.,his,3.96875
5,IO,A person is putting a gas cylinder inside his pocket.,pocket.,10.28125
6,PV,A man is putting a bag inside a car.,A,0.0
6,PV,A man is putting a bag inside a car.,man,11.3125
6,PV,A man is putting a bag inside a car.,is,3.609375
6,PV,A man is putting a bag inside a car.,putting,13.8125
6,PV,A man is putting a bag inside a car.,a,2.34375
6,PV,A man is putting a bag inside a car.,bag,8.1875
6,PV,A man is putting a bag inside a car.,inside,8.5
6,PV,A man is putting a bag inside a car.,a,1.265625
6,PV,A man is putting a bag inside a car.,car.,8.578125
6,IV,A man is feeding a bag inside a car.,A,0.0
6,IV,A man is feeding a bag inside a car.,man,11.3125
6,IV,A man is feeding a bag inside a car.,is,3.609375
6,IV,A man is feeding a bag inside a car.,feeding,16.375
6,IV,A man is feeding a bag inside a car.,a,2.15625
6,IV,A man is feeding a bag inside a car.,bag,9.0
6,IV,A man is feeding a bag inside a car.,inside,13.375
6,IV,A man is feeding a bag inside a car.,a,1.265625
6,IV,A man is feeding a bag inside a car.,car.,11.28125
6,IO,A man is putting a car inside a car.,A,0.0
6,IO,A man is putting a car inside a car.,man,11.3125
6,IO,A man is putting a car inside a car.,is,3.609375
6,IO,A man is putting a car inside a car.,putting,13.8125
6,IO,A man is putting a car inside a car.,a,2.34375
6,IO,A man is putting a car inside a car.,car,7.9375
6,IO,A man is putting a car inside a car.,inside,7.5625
6,IO,A man is putting a car inside a car.,a,1.4453125
6,IO,A man is putting a car inside a car.,car.,5.328125
7,PV,A woman is  putting a dish inside an oven.,A,0.0
7,PV,A woman is  putting a dish inside an oven.,woman,11.1875
7,PV,A woman is  putting a dish inside an oven.,is,3.96875
7,PV,A woman is  putting a dish inside an oven.,putting,29.9375
7,PV,A woman is  putting a dish inside an oven.,a,3.78125
7,PV,A woman is  putting a dish inside an oven.,dish,12.4375
7,PV,A woman is  putting a dish inside an oven.,inside,7.40625
7,PV,A woman is  putting a dish inside an oven.,an,5.0625
7,PV,A woman is  putting a dish inside an oven.,oven.,3.6953125
7,IV,A woman is entering an oven.,A,0.0
7,IV,A woman is entering an oven.,woman,11.1875
7,IV,A woman is entering an oven.,is,3.96875
7,IV,A woman is entering an oven.,entering,13.25
7,IV,A woman is entering an oven.,an,5.40625
7,IV,A woman is entering an oven.,oven.,15.21875
7,IO,A woman is  putting a door inside an oven.,A,0.0
