triplet_id,type,sentence,word,surprisal
0,PV,The doctor is giving medicine to the old woman.,The,0.0
0,PV,The doctor is giving medicine to the old woman.,doctor,13.5390625
0,PV,The doctor is giving medicine to the old woman.,is,6.3125
0,PV,The doctor is giving medicine to the old woman.,giving,10.640625
0,PV,The doctor is giving medicine to the old woman.,medicine,11.65625
0,PV,The doctor is giving medicine to the old woman.,to,3.021484375
0,PV,The doctor is giving medicine to the old woman.,the,2.25390625
0,PV,The doctor is giving medicine to the old woman.,old,8.1171875
0,PV,The doctor is giving medicine to the old woman.,woman.,9.0625
0,IV,The doctor is welding medicine to the old woman.,The,0.0
0,IV,The doctor is welding medicine to the old woman.,doctor,13.5390625
0,IV,The doctor is welding medicine to the old woman.,is,6.3125
0,IV,The doctor is welding medicine to the old woman.,welding,18.78125
0,IV,The doctor is welding medicine to the old woman.,medicine,13.2578125
0,IV,The doctor is welding medicine to the old woman.,to,5.2421875
0,IV,The doctor is welding medicine to the old woman.,the,4.08203125
0,IV,The doctor is welding medicine to the old woman.,old,9.109375
0,IV,The doctor is welding medicine to the old woman.,woman.,9.828125
0,IO,The doctor is giving fire to the old woman.,The,0.0
0,IO,The doctor is giving fire to the old woman.,doctor,13.5390625
0,IO,The doctor is giving fire to the old woman.,is,6.3125
0,IO,The doctor is giving fire to the old woman.,giving,10.640625
0,IO,The doctor is giving fire to the old woman.,fire,13.90625
0,IO,The doctor is giving fire to the old woman.,to,3.5390625
0,IO,The doctor is giving fire to the old woman.,the,1.7353515625
0,IO,The doctor is giving fire to the old woman.,old,8.5859375
0,IO,The doctor is giving fire to the old woman.,woman.,9.71484375
1,PV,A person is giving bread to a toddler.,A,0.0
1,PV,A person is giving bread to a toddler.,person,14.65625
1,PV,A person is giving bread to a toddler.,is,4.77734375
1,PV,A person is giving bread to a toddler.,giving,10.9921875
1,PV,A person is giving bread to a toddler.,bread,15.5859375
1,PV,A person is giving bread to a toddler.,to,3.06640625
1,PV,A person is giving bread to a toddler.,a,2.806640625
1,PV,A person is giving bread to a toddler.,toddler.,15.97265625
1,IV,A toddler is riding a  bread.,A,0.0
1,IV,A toddler is riding a  bread.,toddler,17.203125
1,IV,A toddler is riding a  bread.,is,7.359375
1,IV,A toddler is riding a  bread.,riding,14.7890625
1,IV,A toddler is riding a  bread.,a,2.55859375
1,IV,A toddler is riding a  bread.,bread.,28.15625
1,IO,A person is giving a building to a toddler.,A,0.0
1,IO,A person is giving a building to a toddler.,person,14.65625
1,IO,A person is giving a building to a toddler.,is,4.77734375
1,IO,A person is giving a building to a toddler.,giving,10.9921875
1,IO,A person is giving a building to a toddler.,a,2.716796875
1,IO,A person is giving a building to a toddler.,building,13.90625
1,IO,A person is giving a building to a toddler.,to,2.7734375
1,IO,A person is giving a building to a toddler.,a,2.86328125
1,IO,A person is giving a building to a toddler.,toddler.,17.69140625
2,PV,A man is giving a gift to a child.,A,0.0
2,PV,A man is giving a gift to a child.,man,13.078125
2,PV,A man is giving a gift to a child.,is,5.578125
2,PV,A man is giving a gift to a child.,giving,11.5625
2,PV,A man is giving a gift to a child.,a,3.1328125
2,PV,A man is giving a gift to a child.,gift,10.5078125
2,PV,A man is giving a gift to a child.,to,2.220703125
2,PV,A man is giving a gift to a child.,a,3.177734375
2,PV,A man is giving a gift to a child.,child.,5.8046875
2,IV,A man is cooking a gift with a child.,A,0.0
2,IV,A man is cooking a gift with a child.,man,13.078125
2,IV,A man is cooking a gift with a child.,is,5.578125
2,IV,A man is cooking a gift with a child.,cooking,17.828125
2,IV,A man is cooking a gift with a child.,a,3.359375
2,IV,A man is cooking a gift with a child.,gift,9.8671875
2,IV,A man is cooking a gift with a child.,with,6.4453125
2,IV,A man is cooking a gift with a child.,a,2.2421875
2,IV,A man is cooking a gift with a child.,child.,10.17578125
2,IO,A man is giving a bed to a child.,A,0.0
2,IO,A man is giving a bed to a child.,man,13.078125
2,IO,A man is giving a bed to a child.,is,5.578125
2,IO,A man is giving a bed to a child.,giving,11.5625
2,IO,A man is giving a bed to a child.,a,3.1328125
2,IO,A man is giving a bed to a child.,bed,14.328125
2,IO,A man is giving a bed to a child.,to,4.64453125
2,IO,A man is giving a bed to a child.,a,3.302734375
2,IO,A man is giving a bed to a child.,child.,7.640625
3,PV,A woman is giving food to other people.,A,0.0
3,PV,A woman is giving food to other people.,woman,13.59375
3,PV,A woman is giving food to other people.,is,4.5859375
3,PV,A woman is giving food to other people.,giving,12.578125
3,PV,A woman is giving food to other people.,food,11.9140625
3,PV,A woman is giving food to other people.,to,2.220703125
3,PV,A woman is giving food to other people.,other,6.46875
3,PV,A woman is giving food to other people.,people.,4.01171875
3,IV,A woman is ironing the food.,A,0.0
3,IV,A woman is ironing the food.,woman,13.59375
3,IV,A woman is ironing the food.,is,4.5859375
3,IV,A woman is ironing the food.,ironing,21.400390625
3,IV,A woman is ironing the food.,the,3.06640625
3,IV,A woman is ironing the food.,food.,17.61328125
3,IO,A woman is giving stones to other people.,A,0.0
3,IO,A woman is giving stones to other people.,woman,13.59375
3,IO,A woman is giving stones to other people.,is,4.5859375
3,IO,A woman is giving stones to other people.,giving,12.578125
3,IO,A woman is giving stones to other people.,stones,16.21875
3,IO,A woman is giving stones to other people.,to,2.58203125
3,IO,A woman is giving stones to other people.,other,6.86328125
3,IO,A woman is giving stones to other people.,people.,4.791015625
4,PV,A person is giving money to another person.,A,0.0
4,PV,A person is giving money to another person.,person,14.65625
4,PV,A person is giving money to another person.,is,4.77734375
4,PV,A person is giving money to another person.,giving,10.9921875
4,PV,A person is giving money to another person.,money,9.109375
4,PV,A person is giving money to another person.,to,2.27734375
4,PV,A person is giving money to another person.,another,5.36328125
4,PV,A person is giving money to another person.,person.,1.7586669921875
4,IV,A person is eating money.,A,0.0
4,IV,A person is eating money.,person,14.65625
4,IV,A person is eating money.,is,4.77734375
4,IV,A person is eating money.,eating,13.4375
4,IV,A person is eating money.,money.,13.091796875
4,IO,A person is giving molten lava to another person.,A,0.0
4,IO,A person is giving molten lava to another person.,person,14.65625
4,IO,A person is giving molten lava to another person.,is,4.77734375
4,IO,A person is giving molten lava to another person.,giving,10.9921875
4,IO,A person is giving molten lava to another person.,molten,24.8125
4,IO,A person is giving molten lava to another person.,lava,8.828125
4,IO,A person is giving molten lava to another person.,to,4.23828125
4,IO,A person is giving molten lava to another person.,another,6.46875
4,IO,A person is giving molten lava to another person.,person.,4.05859375
5,PV,A person is putting a cellular telephone inside his pocket.,A,0.0
5,PV,A person is putting a cellular telephone inside his pocket.,person,14.65625
5,PV,A person is putting a cellular telephone inside his pocket.,is,4.77734375
5,PV,A person is putting a cellular telephone inside his pocket.,putting,12.703125
5,PV,A person is putting a cellular telephone inside his pocket.,a,2.9296875
5,PV,A person is putting a cellular telephone inside his pocket.,cellular,14.15625
5,PV,A person is putting a cellular telephone inside his pocket.,telephone,11.921875
5,PV,A person is putting a cellular telephone inside his pocket.,inside,8.8359375
5,PV,A person is putting a cellular telephone inside his pocket.,his,6.3125
5,PV,A person is putting a cellular telephone inside his pocket.,pocket.,11.0693359375
5,IV,A person is watering a cellular telephone.,A,0.0
5,IV,A person is watering a cellular telephone.,person,14.65625
5,IV,A person is watering a cellular telephone.,is,4.77734375
5,IV,A person is watering a cellular telephone.,watering,20.650390625
5,IV,A person is watering a cellular telephone.,a,3.640625
5,IV,A person is watering a cellular telephone.,cellular,13.140625
5,IV,A person is watering a cellular telephone.,telephone.,15.0
5,IO,A person is putting a gas cylinder inside his pocket.,A,0.0
5,IO,A person is putting a gas cylinder inside his pocket.,person,14.65625
5,IO,A person is putting a gas cylinder inside his pocket.,is,4.77734375
5,IO,A person is putting a gas cylinder inside his pocket.,putting,12.703125
5,IO,A person is putting a gas cylinder inside his pocket.,a,2.9296875
5,IO,A person is putting a gas cylinder inside his pocket.,gas,14.46875
5,IO,A person is putting a gas cylinder inside his pocket.,cylinder,12.1484375
5,IO,A person is putting a gas cylinder inside his pocket.,inside,7.37109375
5,IO,A person is putting a gas cylinder inside his pocket.,his,6.76171875
5,IO,A person is putting a gas cylinder inside his pocket.,pocket.,10.947265625
6,PV,A man is putting a bag inside a car.,A,0.0
6,PV,A man is putting a bag inside a car.,man,13.078125
6,PV,A man is putting a bag inside a car.,is,5.578125
6,PV,A man is putting a bag inside a car.,putting,12.34375
6,PV,A man is putting a bag inside a car.,a,4.23828125
6,PV,A man is putting a bag inside a car.,bag,10.296875
6,PV,A man is putting a bag inside a car.,inside,7.83203125
6,PV,A man is putting a bag inside a car.,a,2.908203125
6,PV,A man is putting a bag inside a car.,car.,9.783203125
6,IV,A man is feeding a bag inside a car.,A,0.0
6,IV,A man is feeding a bag inside a car.,man,13.078125
6,IV,A man is feeding a bag inside a car.,is,5.578125
6,IV,A man is feeding a bag inside a car.,feeding,13.8828125
6,IV,A man is feeding a bag inside a car.,a,3.697265625
6,IV,A man is feeding a bag inside a car.,bag,10.3046875
6,IV,A man is feeding a bag inside a car.,inside,10.0859375
6,IV,A man is feeding a bag inside a car.,a,1.9951171875
6,IV,A man is feeding a bag inside a car.,car.,10.435546875
6,IO,A man is putting a car inside a car.,A,0.0
6,IO,A man is putting a car inside a car.,man,13.078125
6,IO,A man is putting a car inside a car.,is,5.578125
6,IO,A man is putting a car inside a car.,putting,12.34375
6,IO,A man is putting a car inside a car.,a,4.23828125
6,IO,A man is putting a car inside a car.,car,8.9375
6,IO,A man is putting a car inside a car.,inside,8.2734375
6,IO,A man is putting a car inside a car.,a,3.1328125
6,IO,A man is putting a car inside a car.,car.,6.267578125
