triplet_id,type,sentence,word,surprisal
0,PV,The doctor is giving medicine to the old woman.,The,0.0
0,PV,The doctor is giving medicine to the old woman.,doctor,17.70703125
0,PV,The doctor is giving medicine to the old woman.,is,4.6875
0,PV,The doctor is giving medicine to the old woman.,giving,9.8046875
0,PV,The doctor is giving medicine to the old woman.,medicine,10.59375
0,PV,The doctor is giving medicine to the old woman.,to,1.6904296875
0,PV,The doctor is giving medicine to the old woman.,the,1.8935546875
0,PV,The doctor is giving medicine to the old woman.,old,8.703125
0,PV,The doctor is giving medicine to the old woman.,woman.,4.193359375
0,IV,The doctor is welding medicine to the old woman.,The,0.0
0,IV,The doctor is welding medicine to the old woman.,doctor,17.70703125
0,IV,The doctor is welding medicine to the old woman.,is,4.6875
0,IV,The doctor is welding medicine to the old woman.,welding,19.505859375
0,IV,The doctor is welding medicine to the old woman.,medicine,14.109375
0,IV,The doctor is welding medicine to the old woman.,to,3.06640625
0,IV,The doctor is welding medicine to the old woman.,the,1.578125
0,IV,The doctor is welding medicine to the old woman.,old,9.3125
0,IV,The doctor is welding medicine to the old woman.,woman.,7.93359375
0,IO,The doctor is giving fire to the old woman.,The,0.0
0,IO,The doctor is giving fire to the old woman.,doctor,17.70703125
0,IO,The doctor is giving fire to the old woman.,is,4.6875
0,IO,The doctor is giving fire to the old woman.,giving,9.8046875
0,IO,The doctor is giving fire to the old woman.,fire,15.828125
0,IO,The doctor is giving fire to the old woman.,to,4.23828125
0,IO,The doctor is giving fire to the old woman.,the,1.28515625
0,IO,The doctor is giving fire to the old woman.,old,8.765625
0,IO,The doctor is giving fire to the old woman.,woman.,7.146484375
1,PV,A person is giving bread to a toddler.,A,0.0
1,PV,A person is giving bread to a toddler.,person,16.4921875
1,PV,A person is giving bread to a toddler.,is,5.00390625
1,PV,A person is giving bread to a toddler.,giving,11.6796875
1,PV,A person is giving bread to a toddler.,bread,14.1484375
1,PV,A person is giving bread to a toddler.,to,0.92431640625
1,PV,A person is giving bread to a toddler.,a,2.05078125
1,PV,A person is giving bread to a toddler.,toddler.,14.892578125
1,IV,A toddler is riding a  bread.,A,0.0
1,IV,A toddler is riding a  bread.,toddler,23.5078125
1,IV,A toddler is riding a  bread.,is,3.9893341064453125
1,IV,A toddler is riding a  bread.,riding,8.0703125
1,IV,A toddler is riding a  bread.,a,1.9833984375
1,IV,A toddler is riding a  bread.,bread.,26.203125
1,IO,A person is giving a building to a toddler.,A,0.0
1,IO,A person is giving a building to a toddler.,person,16.4921875
1,IO,A person is giving a building to a toddler.,is,5.00390625
1,IO,A person is giving a building to a toddler.,giving,11.6796875
1,IO,A person is giving a building to a toddler.,a,3.15625
1,IO,A person is giving a building to a toddler.,building,12.546875
1,IO,A person is giving a building to a toddler.,to,3.966796875
1,IO,A person is giving a building to a toddler.,a,2.140625
1,IO,A person is giving a building to a toddler.,toddler.,16.421875
2,PV,A man is giving a gift to a child.,A,0.0
2,PV,A man is giving a gift to a child.,man,15.8203125
2,PV,A man is giving a gift to a child.,is,4.3515625
2,PV,A man is giving a gift to a child.,giving,10.46875
2,PV,A man is giving a gift to a child.,a,1.8935546875
2,PV,A man is giving a gift to a child.,gift,7.87890625
2,PV,A man is giving a gift to a child.,to,0.99169921875
2,PV,A man is giving a gift to a child.,a,1.7578125
2,PV,A man is giving a gift to a child.,child.,7.5078125
2,IV,A man is cooking a gift with a child.,A,0.0
2,IV,A man is cooking a gift with a child.,man,15.8203125
2,IV,A man is cooking a gift with a child.,is,4.3515625
2,IV,A man is cooking a gift with a child.,cooking,11.8359375
2,IV,A man is cooking a gift with a child.,a,2.501953125
2,IV,A man is cooking a gift with a child.,gift,14.4375
2,IV,A man is cooking a gift with a child.,with,6.46875
2,IV,A man is cooking a gift with a child.,a,2.07421875
2,IV,A man is cooking a gift with a child.,child.,11.150390625
2,IO,A man is giving a bed to a child.,A,0.0
2,IO,A man is giving a bed to a child.,man,15.8203125
2,IO,A man is giving a bed to a child.,is,4.3515625
2,IO,A man is giving a bed to a child.,giving,10.46875
2,IO,A man is giving a bed to a child.,a,1.8935546875
2,IO,A man is giving a bed to a child.,bed,11.7890625
2,IO,A man is giving a bed to a child.,to,1.8935546875
2,IO,A man is giving a bed to a child.,a,0.74365234375
2,IO,A man is giving a bed to a child.,child.,9.671875
3,PV,A woman is giving food to other people.,A,0.0
3,PV,A woman is giving food to other people.,woman,15.7890625
3,PV,A woman is giving food to other people.,is,4.328125
3,PV,A woman is giving food to other people.,giving,8.5234375
3,PV,A woman is giving food to other people.,food,11.0
3,PV,A woman is giving food to other people.,to,0.315673828125
3,PV,A woman is giving food to other people.,other,9.515625
3,PV,A woman is giving food to other people.,people.,4.373046875
3,IV,A woman is ironing the food.,A,0.0
3,IV,A woman is ironing the food.,woman,15.7890625
3,IV,A woman is ironing the food.,is,4.328125
3,IV,A woman is ironing the food.,ironing,16.046630859375
3,IV,A woman is ironing the food.,the,5.1640625
3,IV,A woman is ironing the food.,food.,15.0
3,IO,A woman is giving stones to other people.,A,0.0
3,IO,A woman is giving stones to other people.,woman,15.7890625
3,IO,A woman is giving stones to other people.,is,4.328125
