triplet_id,type,sentence,word,surprisal
0,PV,The doctor is giving medicine to the old woman.,The,0.0
0,PV,The doctor is giving medicine to the old woman.,doctor,12.203125
0,PV,The doctor is giving medicine to the old woman.,is,4.72265625
0,PV,The doctor is giving medicine to the old woman.,giving,9.2109375
0,PV,The doctor is giving medicine to the old woman.,medicine,10.5234375
0,PV,The doctor is giving medicine to the old woman.,to,1.611328125
0,PV,The doctor is giving medicine to the old woman.,the,2.43359375
0,PV,The doctor is giving medicine to the old woman.,old,7.3828125
0,PV,The doctor is giving medicine to the old woman.,woman.,5.083984375
0,IV,The doctor is welding medicine to the old woman.,The,0.0
0,IV,The doctor is welding medicine to the old woman.,doctor,12.203125
0,IV,The doctor is welding medicine to the old woman.,is,4.72265625
0,IV,The doctor is welding medicine to the old woman.,welding,18.19085693359375
0,IV,The doctor is welding medicine to the old woman.,medicine,14.1796875
0,IV,The doctor is welding medicine to the old woman.,to,2.8515625
0,IV,The doctor is welding medicine to the old woman.,the,2.37890625
0,IV,The doctor is welding medicine to the old woman.,old,9.8203125
0,IV,The doctor is welding medicine to the old woman.,woman.,11.046875
0,IO,The doctor is giving fire to the old woman.,The,0.0
0,IO,The doctor is giving fire to the old woman.,doctor,12.203125
0,IO,The doctor is giving fire to the old woman.,is,4.72265625
0,IO,The doctor is giving fire to the old woman.,giving,9.2109375
0,IO,The doctor is giving fire to the old woman.,fire,15.78125
0,IO,The doctor is giving fire to the old woman.,to,1.0029296875
0,IO,The doctor is giving fire to the old woman.,the,1.5556640625
0,IO,The doctor is giving fire to the old woman.,old,8.421875
0,IO,The doctor is giving fire to the old woman.,woman.,7.95703125
1,PV,A person is giving bread to a toddler.,A,0.0
1,PV,A person is giving bread to a toddler.,person,12.7734375
1,PV,A person is giving bread to a toddler.,is,4.31640625
1,PV,A person is giving bread to a toddler.,giving,12.6484375
1,PV,A person is giving bread to a toddler.,bread,14.1328125
1,PV,A person is giving bread to a toddler.,to,1.3974609375
1,PV,A person is giving bread to a toddler.,a,2.43359375
1,PV,A person is giving bread to a toddler.,toddler.,15.866287231445312
1,IV,A toddler is riding a  bread.,A,0.0
1,IV,A toddler is riding a  bread.,toddler,23.40625
1,IV,A toddler is riding a  bread.,is,4.0703125
1,IV,A toddler is riding a  bread.,riding,12.0625
1,IV,A toddler is riding a  bread.,a,1.7470703125
1,IV,A toddler is riding a  bread.,bread.,43.453125
1,IO,A person is giving a building to a toddler.,A,0.0
1,IO,A person is giving a building to a toddler.,person,12.7734375
1,IO,A person is giving a building to a toddler.,is,4.31640625
1,IO,A person is giving a building to a toddler.,giving,12.6484375
1,IO,A person is giving a building to a toddler.,a,2.884765625
1,IO,A person is giving a building to a toddler.,building,12.328125
1,IO,A person is giving a building to a toddler.,to,4.82421875
1,IO,A person is giving a building to a toddler.,a,1.8818359375
