triplet_id,type,sentence,word,surprisal
0,PV,The doctor is giving medicine to the old woman.,The,0.0
0,PV,The doctor is giving medicine to the old woman.,doctor,13.1875
0,PV,The doctor is giving medicine to the old woman.,is,6.40625
0,PV,The doctor is giving medicine to the old woman.,giving,5.40625
0,PV,The doctor is giving medicine to the old woman.,medicine,7.03125
0,PV,The doctor is giving medicine to the old woman.,to,0.361328125
0,PV,The doctor is giving medicine to the old woman.,the,2.25
0,PV,The doctor is giving medicine to the old woman.,old,7.125
0,PV,The doctor is giving medicine to the old woman.,woman.,5.7734375
0,IV,The doctor is welding medicine to the old woman.,The,0.0
0,IV,The doctor is welding medicine to the old woman.,doctor,13.1875
0,IV,The doctor is welding medicine to the old woman.,is,6.40625
0,IV,The doctor is welding medicine to the old woman.,welding,16.625
0,IV,The doctor is welding medicine to the old woman.,medicine,13.0625
0,IV,The doctor is welding medicine to the old woman.,to,6.03125
0,IV,The doctor is welding medicine to the old woman.,the,3.25
0,IV,The doctor is welding medicine to the old woman.,old,8.625
0,IV,The doctor is welding medicine to the old woman.,woman.,8.578125
0,IO,The doctor is giving fire to the old woman.,The,0.0
0,IO,The doctor is giving fire to the old woman.,doctor,13.1875
0,IO,The doctor is giving fire to the old woman.,is,6.40625
0,IO,The doctor is giving fire to the old woman.,giving,5.40625
0,IO,The doctor is giving fire to the old woman.,fire,18.625
0,IO,The doctor is giving fire to the old woman.,to,10.4375
0,IO,The doctor is giving fire to the old woman.,the,1.8046875
0,IO,The doctor is giving fire to the old woman.,old,8.1875
0,IO,The doctor is giving fire to the old woman.,woman.,7.046875
1,PV,A person is giving bread to a toddler.,A,0.0
1,PV,A person is giving bread to a toddler.,person,7.5625
1,PV,A person is giving bread to a toddler.,is,3.78125
1,PV,A person is giving bread to a toddler.,giving,12.25
1,PV,A person is giving bread to a toddler.,bread,14.5
1,PV,A person is giving bread to a toddler.,to,0.361328125
1,PV,A person is giving bread to a toddler.,a,1.4453125
1,PV,A person is giving bread to a toddler.,toddler.,14.703125
1,IV,A toddler is riding a  bread.,A,0.0
1,IV,A toddler is riding a  bread.,toddler,16.75
1,IV,A toddler is riding a  bread.,is,2.53125
1,IV,A toddler is riding a  bread.,riding,9.75
1,IV,A toddler is riding a  bread.,a,1.265625
1,IV,A toddler is riding a  bread.,bread.,42.0
1,IO,A person is giving a building to a toddler.,A,0.0
1,IO,A person is giving a building to a toddler.,person,7.5625
1,IO,A person is giving a building to a toddler.,is,3.78125
1,IO,A person is giving a building to a toddler.,giving,12.25
1,IO,A person is giving a building to a toddler.,a,0.5390625
1,IO,A person is giving a building to a toddler.,building,16.375
1,IO,A person is giving a building to a toddler.,to,5.0625
1,IO,A person is giving a building to a toddler.,a,1.984375
1,IO,A person is giving a building to a toddler.,toddler.,16.015625
2,PV,A man is giving a gift to a child.,A,0.0
2,PV,A man is giving a gift to a child.,man,6.84375
2,PV,A man is giving a gift to a child.,is,3.609375
2,PV,A man is giving a gift to a child.,giving,14.1875
2,PV,A man is giving a gift to a child.,a,0.5390625
2,PV,A man is giving a gift to a child.,gift,6.5
2,PV,A man is giving a gift to a child.,to,0.72265625
2,PV,A man is giving a gift to a child.,a,3.25
2,PV,A man is giving a gift to a child.,child.,5.578125
2,IV,A man is cooking a gift with a child.,A,0.0
2,IV,A man is cooking a gift with a child.,man,6.84375
2,IV,A man is cooking a gift with a child.,is,3.609375
2,IV,A man is cooking a gift with a child.,cooking,14.0
2,IV,A man is cooking a gift with a child.,a,2.703125
2,IV,A man is cooking a gift with a child.,gift,14.8125
2,IV,A man is cooking a gift with a child.,with,5.21875
2,IV,A man is cooking a gift with a child.,a,1.8046875
2,IV,A man is cooking a gift with a child.,child.,15.8671875
2,IO,A man is giving a bed to a child.,A,0.0
2,IO,A man is giving a bed to a child.,man,6.84375
2,IO,A man is giving a bed to a child.,is,3.609375
2,IO,A man is giving a bed to a child.,giving,14.1875
2,IO,A man is giving a bed to a child.,a,0.5390625
2,IO,A man is giving a bed to a child.,bed,15.6875
2,IO,A man is giving a bed to a child.,to,3.875
2,IO,A man is giving a bed to a child.,a,1.8046875
2,IO,A man is giving a bed to a child.,child.,6.1328125
3,PV,A woman is giving food to other people.,A,0.0
3,PV,A woman is giving food to other people.,woman,9.625
3,PV,A woman is giving food to other people.,is,2.890625
3,PV,A woman is giving food to other people.,giving,10.375
3,PV,A woman is giving food to other people.,food,12.5625
3,PV,A woman is giving food to other people.,to,0.5390625
3,PV,A woman is giving food to other people.,other,9.5625
3,PV,A woman is giving food to other people.,people.,1.6171875
3,IV,A woman is ironing the food.,A,0.0
3,IV,A woman is ironing the food.,woman,9.625
3,IV,A woman is ironing the food.,is,2.890625
3,IV,A woman is ironing the food.,ironing,16.375
3,IV,A woman is ironing the food.,the,8.0
3,IV,A woman is ironing the food.,food.,21.40625
3,IO,A woman is giving stones to other people.,A,0.0
3,IO,A woman is giving stones to other people.,woman,9.625
3,IO,A woman is giving stones to other people.,is,2.890625
3,IO,A woman is giving stones to other people.,giving,10.375
3,IO,A woman is giving stones to other people.,stones,20.875
